Temperature,Humidity,Light Intensity,Soil Moisture,Door State,Light State,Fan State,Pump State
24.0,12.0,285.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,285.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,285.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,285.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,285.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,272.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,272.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,272.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,272.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,272.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,280.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,280.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,280.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,280.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,280.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,512.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,512.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,512.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,512.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,512.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,529.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,529.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,529.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,529.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,529.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,255.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,255.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,255.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,255.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,255.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,474.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,474.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,474.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,474.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,474.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,420.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,420.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,420.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,420.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,420.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,166.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,166.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,166.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,166.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,166.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,170.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,170.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,170.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,170.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,170.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,195.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,195.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,195.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,195.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,195.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,196.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,196.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,196.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,196.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,196.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,204.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,204.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,204.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,204.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,204.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,178.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,178.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,178.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,178.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,178.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,177.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,177.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,177.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,177.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,177.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,322.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,322.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,322.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,322.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,322.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,529.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,529.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,529.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,529.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,529.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,538.0,896.0,1.0,0.0,0.0,0.0
24.0,12.0,538.0,895.0,1.0,0.0,0.0,0.0
24.0,12.0,538.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,538.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,538.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,549.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,549.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,549.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,549.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,549.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,554.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,552.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,552.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,552.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,552.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,552.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,543.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,543.0,896.0,1.0,0.0,0.0,0.0
24.0,13.0,543.0,896.0,1.0,0.0,0.0,0.0
24.0,13.0,543.0,896.0,1.0,0.0,0.0,0.0
24.0,13.0,543.0,896.0,1.0,0.0,0.0,0.0
24.0,13.0,510.0,896.0,1.0,0.0,0.0,0.0
24.0,13.0,510.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,510.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,510.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,510.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,512.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,512.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,512.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,512.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,512.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,53.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,53.0,896.0,1.0,0.0,0.0,0.0
24.0,13.0,53.0,896.0,1.0,0.0,0.0,0.0
24.0,13.0,53.0,896.0,1.0,0.0,0.0,0.0
24.0,13.0,53.0,896.0,1.0,0.0,0.0,0.0
24.0,13.0,35.0,896.0,1.0,0.0,0.0,0.0
24.0,13.0,35.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,35.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,35.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,35.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,35.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,35.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,35.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,35.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,35.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,37.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,37.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,37.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,37.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,37.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,36.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,36.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,36.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,36.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,36.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,63.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,63.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,63.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,63.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,63.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,237.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,237.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,237.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,237.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,237.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,167.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,167.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,167.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,167.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,167.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,76.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,76.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,76.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,76.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,76.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,51.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,51.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,51.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,51.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,51.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,49.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,49.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,49.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,49.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,49.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,48.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,48.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,48.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,48.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,48.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,47.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,47.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,47.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,47.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,47.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,47.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,47.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,47.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,47.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,47.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,517.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,517.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,517.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,517.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,517.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,508.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,508.0,899.0,1.0,0.0,0.0,0.0
24.0,13.0,508.0,899.0,1.0,0.0,0.0,0.0
24.0,13.0,508.0,899.0,1.0,0.0,0.0,0.0
24.0,13.0,508.0,899.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,899.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,525.0,895.0,1.0,0.0,0.0,0.0
24.0,13.0,525.0,892.0,1.0,0.0,0.0,0.0
24.0,13.0,525.0,892.0,1.0,0.0,0.0,0.0
24.0,13.0,525.0,892.0,1.0,0.0,0.0,0.0
24.0,13.0,525.0,892.0,1.0,0.0,0.0,0.0
24.0,13.0,524.0,892.0,1.0,0.0,0.0,0.0
24.0,13.0,524.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,524.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,524.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,524.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,105.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,105.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,105.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,105.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,105.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,44.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,44.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,44.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,44.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,44.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,83.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,83.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,83.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,83.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,83.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,119.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,119.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,119.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,119.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,119.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,55.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,55.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,55.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,55.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,55.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,836.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,836.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,836.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,836.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,836.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,893.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,893.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,893.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,893.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,893.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,892.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,892.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,892.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,892.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,892.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,316.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,316.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,316.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,316.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,316.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,359.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,359.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,359.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,359.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,359.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,891.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,891.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,891.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,891.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,891.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,98.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,98.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,98.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,98.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,98.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,94.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,94.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,94.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,94.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,94.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,143.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,143.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,143.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,143.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,143.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,323.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,323.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,323.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,323.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,323.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,19.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,19.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,19.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,19.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,19.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,284.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,284.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,284.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,284.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,284.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,193.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,193.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,193.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,193.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,193.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,57.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,57.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,57.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,57.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,57.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,106.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,106.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,106.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,106.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,106.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,24.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,24.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,24.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,24.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,24.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,20.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,20.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,20.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,20.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,20.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,380.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,380.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,380.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,380.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,380.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,889.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,889.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,889.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,889.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,889.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,891.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,891.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,891.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,891.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,891.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,893.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,893.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,893.0,1.0,0.0,0.0,0.0
24.0,13.0,527.0,893.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,893.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,894.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,878.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,878.0,1.0,0.0,0.0,0.0
24.0,13.0,526.0,878.0,1.0,0.0,0.0,0.0
