soil_moisture,temperature,humidity,light_intensity,door_state,fan_status,light_status,pump_status,buzzer_status
441,29.260104559062718,24.755274562125564,343,1,1,0,1,0
13,33.25623656532054,33.7510689202405,622,0,0,1,0,0
446,33.68539798270562,45.5069286630595,280,1,1,1,0,0
895,16.86809803411728,41.46120820438949,293,0,1,0,1,1
60,27.15423734081166,87.22426209506426,362,1,1,1,0,1
999,33.424697332201646,63.430804329160544,231,1,1,0,1,1
743,30.544013827149794,67.35750418452679,616,1,0,1,0,1
116,32.53071155015319,57.82215025942662,83,0,1,0,1,0
32,16.404850141674967,89.07490875131778,617,1,1,0,1,1
270,32.74503713207932,20.36174716364142,244,1,0,0,0,1
448,27.99392871350026,62.617525260587655,692,1,0,1,1,1
519,24.77487567343893,36.39699568842635,562,1,0,1,1,1
140,21.418925969551726,43.454822080387366,471,0,1,0,1,0
770,34.530153670492496,39.085009309481215,641,1,1,1,1,1
371,21.478853506195758,64.07654487533247,780,0,1,1,1,1
638,29.818802886349896,27.864146274627064,1012,0,1,0,1,1
183,30.015051190898756,43.643712779789084,617,0,1,0,0,0
150,18.366565406145916,85.88285123976026,352,0,1,1,1,0
155,17.786598661911462,60.168713270363895,653,0,0,1,0,1
352,25.37067486042649,59.37198230435836,591,1,1,0,1,0
456,33.42289579052064,34.18373512020556,231,0,0,0,1,0
757,30.623359854743995,76.46311233475669,554,1,0,0,1,0
207,20.271487414932743,33.79536120696656,702,1,1,1,1,0
364,32.46386239315733,30.17372600956795,15,1,1,0,0,0
952,15.41069209836718,22.68118141274883,735,0,1,0,0,1
68,15.368499540692733,85.34154915386985,750,1,1,1,0,0
242,17.75138397938785,27.525281147861,1012,1,1,1,1,0
647,31.41449260774304,42.285503326208904,691,1,0,0,1,1
976,33.161824874215895,70.0101224980859,530,0,1,0,0,1
960,23.771589438738737,57.35591119949589,400,1,0,0,0,1
44,25.49950901266538,41.11539661750126,501,0,0,0,0,1
642,30.07157806786178,46.55657397678196,468,1,0,0,0,0
141,23.82334196007446,63.940865882880516,61,1,1,1,1,0
472,26.093138705546323,27.570955475073404,701,1,0,0,1,1
180,22.990290963603307,47.86563870508367,634,1,0,0,1,1
544,22.166995187366915,80.17234843900289,234,0,0,0,1,0
748,30.417558315823527,51.75772558668578,986,0,1,1,1,1
557,23.91061402907258,41.81352522728122,259,0,0,0,0,0
254,20.02756800275403,23.968444965924775,195,1,1,1,0,1
521,22.494176826659178,67.2992335706228,624,0,1,0,0,0
153,23.363666299429653,23.555373074039686,1,1,0,1,1,0
848,34.332221917227955,71.13708619505806,27,1,1,1,1,1
42,33.526303039629795,51.63855006519328,774,0,0,1,1,1
739,21.160739114475767,59.397338852700386,895,0,1,1,0,0
747,32.035949725819265,62.73864846305416,793,0,1,1,1,1
99,17.42408551509998,67.83913177653119,176,0,0,1,1,1
992,21.68242269143674,25.842293157060176,979,1,0,1,1,1
737,30.302904389829138,51.82873354237473,579,1,0,0,0,1
400,31.392408503204734,48.181302771659915,366,0,1,0,0,0
347,32.310313747954694,30.531903529210314,43,1,0,0,1,1
98,16.308388602331526,54.303588303275546,464,0,0,0,0,0
73,22.698175568752664,79.66972732195873,205,0,1,1,0,0
878,26.962041772725563,52.55623516335376,560,1,0,0,1,1
221,19.023579455264134,57.71394073679373,798,0,1,0,0,0
1002,24.276347782899485,61.02290848282778,358,0,0,1,1,1
888,25.514277625833778,69.46135779646826,483,0,1,1,1,1
403,21.314101165928342,72.57603085163805,535,1,0,0,1,0
132,33.07320023879299,42.48729470065144,520,1,0,0,1,0
282,16.667307327087634,61.328834070538264,644,0,0,0,0,1
434,16.15323298833678,31.9052248737026,895,1,0,0,1,1
253,20.754081383406465,40.768649608639535,828,1,1,0,0,1
124,18.80592548362887,74.95011464300117,245,0,0,1,1,1
911,17.925065108027727,45.36201636659398,626,1,1,1,0,0
151,30.26859385714557,63.624646293224345,849,1,0,1,0,1
739,32.232874149602075,87.29207616076525,234,0,1,1,0,1
73,26.623442026072716,34.57258063401361,353,1,1,1,0,0
45,15.584965180318004,38.74369849630078,599,1,0,0,1,0
162,20.403856853316267,49.914691881951214,760,1,1,0,1,1
207,32.71206336824658,84.96880930144519,570,1,1,0,0,1
620,25.316323144491644,43.872929434588954,314,0,1,1,0,1
358,18.2157406594628,76.10472470992389,621,1,1,0,0,1
820,30.10130146966186,34.450230676502585,963,0,0,0,0,0
537,23.10950726366383,79.61052474090263,300,0,1,1,0,0
199,26.172640095900192,42.934472048628045,772,1,0,0,0,0
897,31.70814925504795,42.06262122658632,464,0,0,0,1,0
138,25.962478707832055,81.12031775159693,7,0,1,0,1,0
715,34.016578456758396,70.36801073300508,144,0,1,0,1,1
542,33.89401389729936,26.817768311993078,178,1,1,1,0,1
822,20.03024986307583,55.07744630836517,547,1,0,0,1,1
385,24.563972450529285,64.64874447800763,32,0,0,0,0,0
56,29.49063959622854,64.54619259087794,580,1,0,1,1,0
285,30.74084280023437,38.62824968936937,613,0,1,0,1,0
30,16.986330531941157,61.242644318997364,318,1,0,0,1,1
931,17.209683568426392,68.35294638904652,416,1,0,1,0,0
12,26.57690890525518,39.3062020788519,753,0,1,0,1,0
776,18.4337785356176,77.81829657199165,959,1,0,1,1,1
905,16.203208279874445,47.896721344816584,273,1,0,1,1,1
150,21.065319431569424,64.65138068173775,382,0,0,1,1,0
612,20.151673507091125,51.252144717680906,400,1,0,0,0,0
615,34.683449795115095,69.86327344464046,256,0,0,0,0,0
695,24.4736900874075,34.6750665791078,438,0,1,1,1,0
553,24.02631796554271,61.37415221396944,495,1,0,0,0,1
512,16.990978621558753,22.38567416160962,989,1,1,1,1,1
480,26.156532655939504,86.1912981909763,712,1,1,0,0,0
141,28.15573808319435,26.47848251344177,688,0,1,1,1,0
1001,20.681703486830326,44.75026141743098,264,0,0,0,1,1
471,25.041712821290854,24.228385110416987,966,1,0,1,0,1
101,19.609847225175674,87.69172456492888,621,0,1,0,1,0
764,20.24112612917193,77.92248440781546,182,1,0,1,1,1
960,20.203857098627996,87.62575387879711,397,0,0,1,1,0
332,15.903027889006447,66.21980762583175,420,0,1,1,1,0
439,21.96290964690896,47.12939983664111,1021,1,0,1,0,0
91,15.321797366912634,64.89112954545365,254,0,0,0,0,0
361,29.413220538540394,85.55866037014955,77,1,1,1,0,0
300,23.133755138491345,52.0699195895627,282,0,1,0,1,0
408,15.010281461470438,81.59614476081752,18,0,1,0,0,0
243,22.584144070106074,81.07320926424069,34,1,0,0,1,1
488,27.03285646838304,69.68080656775338,709,1,0,0,1,0
831,26.14994418818977,71.38928977918744,453,0,0,1,1,1
735,18.644646603222046,59.105531325824224,276,0,0,1,0,1
338,22.122569406264574,72.9016625764545,893,1,1,0,1,1
52,20.589588171721985,36.74427660050062,359,1,1,0,1,0
652,28.705985568493936,84.95584676200642,205,0,1,1,1,0
265,24.609036276487476,24.88955320922876,638,1,1,0,1,1
213,32.57161028749292,79.7543274663877,266,1,1,1,0,0
931,16.518353388723,88.27119507008369,766,0,1,0,1,0
139,20.224266618993376,86.83442922259236,659,1,1,1,0,0
94,20.110263266512458,84.0439189869813,976,0,1,1,1,0
186,27.15342675754907,44.799977121605,310,0,0,1,0,0
468,29.37150513924997,46.47499579414368,218,1,0,0,1,0
771,20.174292831626865,87.07712838465467,247,1,1,0,1,1
394,29.683169862795697,72.85472381778546,533,0,1,1,0,1
744,29.48900190441419,62.77103906437958,874,0,0,0,0,1
457,25.637405977351527,87.20483968342741,373,0,0,1,1,0
380,31.633963594666202,41.541926882046894,727,0,0,1,1,0
280,31.773509975624158,85.07473326370834,678,0,0,0,0,0
513,27.45912576552474,39.14762167018624,736,0,1,1,1,1
990,26.103071478912028,55.25117881868568,513,1,1,0,1,1
99,21.22885829906145,76.5792840197334,309,0,0,0,0,0
51,32.01652154113691,67.52492990203622,35,0,1,0,1,0
537,31.162560137665363,53.74061375308946,1012,0,0,0,0,0
292,33.08828663225024,47.52764454610771,86,1,1,1,0,0
228,21.179856867186842,46.22844278159326,549,1,1,0,1,0
550,18.80943680294815,21.242480655083945,349,0,1,1,0,0
322,22.225019606076707,52.88978074787802,137,0,0,0,0,0
644,16.86697587998696,47.866088238940364,311,1,0,0,1,0
458,31.086910524693483,53.40454053200027,364,1,0,0,1,0
790,28.52174751674297,26.792848701895043,725,0,0,1,0,0
484,20.047256270653758,57.35051958801547,850,1,0,1,0,1
913,21.322871380073703,88.47781022034668,766,1,1,1,0,1
356,26.381015430109592,66.39000821223766,239,1,1,1,1,0
83,17.151185841954742,27.838472878391478,374,1,1,1,0,0
243,24.58543629573569,76.59415817059872,328,1,1,1,1,1
393,22.823708428299916,88.81583069907072,374,0,1,1,1,0
925,32.66595930489686,85.69697970795244,5,1,0,1,0,0
718,27.375195949501542,85.8445790759791,365,1,0,1,0,0
554,20.162712584163415,87.10669995407706,665,0,1,1,0,1
212,24.89574770376349,37.63281708035508,346,1,0,0,1,1
243,34.195088015901206,40.212954252010704,719,0,0,0,0,1
358,33.66331528860365,58.32297722055327,200,1,1,1,1,1
39,32.573561024715076,47.32002077581171,758,0,0,0,1,0
441,31.462925746610125,52.78360027383328,980,1,1,1,0,1
552,15.054255843786262,32.75610951591277,194,1,1,0,1,0
539,17.978005696910213,50.31077744787864,674,0,1,1,1,1
84,17.106366293866483,84.36916433378914,120,0,0,0,0,0
575,15.597893713855303,21.056325806542112,514,0,0,0,0,0
266,31.59344341298642,73.71233832691422,136,1,1,0,1,0
327,31.399484544829185,84.08956720653168,912,0,1,1,1,1
127,19.32954624670012,45.78570801432129,682,1,1,1,1,1
656,19.280871885085837,35.70246514550719,303,1,1,1,0,1
1001,19.594846219766897,40.53596024454902,404,0,1,1,0,0
132,31.831251550979996,33.315122553631035,838,1,1,0,1,1
187,32.68843912991254,55.102161100894875,416,0,0,0,0,1
230,32.495602717642484,39.729864179549295,831,1,1,0,1,1
684,24.191161544648793,25.261942175048617,572,0,0,0,0,1
29,33.64023808818912,73.59881457201345,139,0,0,0,1,1
893,31.801823267446856,44.53639800669215,497,0,1,0,1,1
600,34.900440813912454,63.8010142164438,698,1,0,1,0,0
885,29.94655107722619,80.79401377978927,254,0,0,1,1,1
569,33.006716029459135,68.16620678736892,841,1,0,1,0,1
123,25.446828701430952,64.29461598136534,825,1,0,1,0,1
401,29.633004445243696,59.634964297398575,918,0,1,1,1,1
898,23.60389480256236,75.08399308480809,439,0,1,1,0,1
683,18.946081547572724,33.572458055109465,893,0,0,0,0,0
927,29.264800510787126,51.018433618238106,459,0,1,1,1,1
430,26.51195118346471,41.831569637963845,346,1,0,1,0,0
390,30.500423052174384,51.50841090555758,312,0,1,1,1,0
994,34.86129555376073,22.20571965010076,927,0,0,1,0,1
220,31.54814681044247,32.0347292659531,210,1,0,0,1,1
674,33.04133106691906,39.96281117682396,50,0,1,1,1,0
517,25.66024702790447,43.740271619040385,357,1,0,1,1,0
201,17.549122019844983,42.22265318670925,969,0,0,0,1,1
629,29.82086681472743,85.87834766632312,301,1,0,0,1,0
90,20.6985257125744,38.707162653139974,299,1,1,1,0,0
257,24.032054748985363,46.66862143320283,31,0,0,1,0,1
271,30.92480854167371,30.152807835374382,632,1,0,1,1,1
829,28.37293381503948,59.638885649329666,307,1,1,1,1,0
270,28.00420354579842,45.72860811968171,225,0,0,0,1,0
319,23.61722337873953,55.809335586416495,339,1,1,1,0,0
889,27.0746576205617,58.8958530110787,841,0,0,1,0,0
240,24.79182659602153,73.14978176797192,749,0,0,0,1,1
137,20.552324700102826,32.290041054277026,13,0,0,1,1,1
708,15.11909041309113,76.19822341618783,426,1,0,0,1,0
508,24.30468565044673,60.349082235608506,372,1,1,1,1,1
709,15.779725930413102,81.30103344439951,262,0,0,0,0,1
675,15.870937183698711,74.63795495484524,989,1,0,1,0,0
772,34.25391303530809,31.910797545000406,150,0,1,0,1,0
184,17.18689761231048,23.89312978798805,272,1,1,0,0,0
25,22.8729010215471,37.20299887054418,247,0,1,0,0,0
441,25.99406205053466,42.350602904953256,961,1,1,1,1,0
809,33.089184922521426,40.044338201219034,594,0,0,0,1,0
271,22.986813129115117,73.91670979021134,191,1,1,1,1,1
382,30.395364250140076,62.040311289326155,929,1,0,1,0,0
851,30.87654266232169,26.11839300806873,553,1,1,0,0,1
283,26.452301783899355,36.227348216996006,300,0,1,0,0,0
65,26.475514373194393,44.65316879904566,1021,1,1,0,1,0
376,34.85133527992245,85.51241585534282,194,0,1,0,0,0
1002,24.794244575302944,63.03286001831482,834,1,1,0,1,0
904,34.46979635576274,23.263786816333464,113,0,1,1,0,0
74,32.751477884117904,22.54650284641687,673,1,0,1,1,0
370,20.329501585449076,50.68697670677592,212,0,0,1,1,0
